10,7,3
8,5,1
5,2,0
6,1,0
9,4,3
14,6,6
16,8,8
18,8,8
21,8,6
28,10,9
35,15,10
42,18,12
47,19,12
50,21,12
54,24,13
64,26,14
81,29,17
89,29,17
91,31,19
94,33,19
98,35,21
102,37,22
105,39,21
109,40,21
111,39,21
117,41,22
121,45,23
127,47,24
130,48,23
134,50,25
137,51,27
144,54,29
148,56,27
156,60,30
162,65,32
165,66,34
166,66,32
168,65,32
168,66,31
170,66,29
170,67,28
171,69,27
169,70,26
168,72,26
168,73,24
166,74,23
166,76,22
165,78,22
163,79,21
162,79,18
162,79,17
162,80,15
163,82,15
164,83,15
164,84,13
166,88,12
167,89,12
167,90,11
168,92,10
168,92,9
169,93,10
169,94,8
169,96,5
168,98,0
169,101,0
170,102,0
171,103,0
170,105,0
170,107,0
171,108,0
170,110,0
171,110,0
167,106,0
167,105,0
166,107,0
165,109,0
164,110,0
167,113,0
165,113,0
163,114,0
164,115,0
163,116,0
158,118,0
149,119,0
145,120,0
143,121,0
144,122,0
145,123,0
144,124,0
144,125,0
142,125,0
142,126,0
140,125,0
141,124,0
142,124,1
140,124,1
141,125,2
142,127,1
143,128,2
142,128,2
144,131,3
142,131,3
143,132,4
144,134,3
145,135,4
144,136,5
144,137,4
143,140,1
142,141,0
142,142,0
142,141,1
142,140,2
142,138,6
141,135,8
141,133,12
140,130,16
139,127,19
139,126,22
138,121,28
130,107,32
130,102,41
129,101,41
129,99,44
130,97,48
129,94,51
129,91,56
129,89,60
134,89,68
134,87,73
133,84,76
132,81,79
134,78,83
133,76,85
132,74,85
130,71,91
125,65,99
122,61,105
122,60,106
123,57,108
122,55,110
122,52,112
121,50,116
121,48,120
120,48,124
118,47,127
116,47,128
114,46,129
113,47,129
111,46,131
109,47,131
109,45,135
107,42,141
106,40,142
105,40,142
102,39,143
100,38,144
99,39,147
97,39,148
97,39,151
95,39,152
93,38,153
90,36,155
89,36,157
85,37,157
84,35,157
82,35,157
82,34,160
83,33,164
83,33,165
83,32,166
82,31,169
80,31,171
80,29,173
78,28,176
76,27,179
73,26,179
72,25,181
70,26,181
70,25,182
68,26,181
68,25,182
66,26,181
63,27,181
58,29,179
54,29,179
52,30,179
52,29,181
50,29,181
50,29,182
49,29,182
49,28,184
48,30,185
48,29,186
46,29,186
46,28,187
44,29,187
44,28,189
43,28,189
41,28,190
39,27,193
37,27,194
37,26,196
37,25,197
35,25,199
35,25,201
35,25,202
34,26,203
35,26,206
35,29,208
37,30,211
36,31,212
25,28,210
22,28,211
23,29,212
24,29,214
24,32,216
26,33,220
26,35,222
27,36,224
28,39,227
29,39,230
29,41,231
31,42,234
30,43,235
32,44,238
31,46,239
32,47,240
35,48,240
36,50,240
37,51,241
38,52,242
38,54,244
37,56,245
37,57,246
38,58,247
36,58,247
34,59,247
33,60,248
32,61,249
32,63,250
31,64,251
31,66,253
29,67,253
30,68,254
30,70,253
29,71,254
26,73,254
25,75,252
24,76,253
21,78,253
19,79,252
19,81,253
19,84,253
20,85,254
18,85,254
17,87,254
16,90,250
14,91,248
13,92,249
13,93,248
11,93,248
11,95,247
9,95,247
5,95,244
3,96,243
2,97,244
3,99,243
4,101,245
6,104,246
6,106,248
5,107,249
0,108,249
0,110,250
0,111,249
0,114,251
0,117,252
0,119,252
2,122,252
0,123,251
1,127,251
0,129,250
0,132,250
1,133,250
1,136,250
3,139,251
2,141,251
1,142,252
0,144,252
0,145,253
0,147,255
0,149,255
0,152,255
0,154,255
1,156,255
0,157,255
0,158,255
0,160,255
0,161,255
0,164,255
0,165,255
0,166,255
2,168,255
6,171,255
7,172,255
8,173,255
8,176,255
9,178,255
8,179,255
9,181,255
7,182,255
5,183,254
5,184,253
4,185,254
5,187,253
6,188,254
6,191,255
7,193,254
8,196,254
8,197,252
7,198,253
6,200,254
4,201,255
4,205,255
2,205,255
3,207,255
3,207,254
6,208,255
9,209,255
15,212,255
21,214,255
26,215,255
29,216,255
32,218,255
36,224,253
42,225,251
49,227,252
58,228,252
66,229,254
73,231,255
77,232,253
82,233,253
86,234,251
94,236,253
103,241,254
114,241,255
123,240,255
133,239,255
142,240,255
154,242,255
164,243,254
172,244,252
180,245,253
187,246,255
196,248,255
207,248,255
216,249,255
223,249,255
