37,14,6
30,11,3
29,14,5
26,14,4
24,15,1
26,15,1
30,14,1
33,14,1
39,13,1
42,12,1
47,11,1
53,10,1
58,9,1
62,8,1
65,7,1
69,7,1
72,6,1
76,5,1
81,4,1
86,3,1
90,3,1
92,2,1
94,2,1
96,0,1
100,0,5
102,2,8
105,2,10
108,1,10
111,1,13
114,1,15
116,1,18
119,1,20
122,1,22
123,2,23
125,0,26
130,1,32
131,1,34
130,2,37
131,2,39
132,3,42
131,1,42
130,0,41
130,0,44
132,0,47
135,0,50
136,0,52
137,0,54
137,0,56
139,0,58
140,0,59
141,0,63
142,0,67
143,0,69
144,1,70
146,0,72
146,0,73
147,0,75
148,0,76
149,1,79
152,1,81
154,0,83
155,0,85
154,1,87
155,1,90
157,0,90
158,1,92
160,1,95
160,0,96
161,1,97
162,1,99
163,2,102
164,2,104
164,1,106
167,3,110
166,2,109
167,3,111
168,3,114
168,4,115
165,3,115
165,3,121
163,3,123
163,2,124
162,2,124
161,3,127
161,2,128
161,2,130
163,3,133
164,3,135
163,1,136
164,2,137
162,2,138
162,1,140
161,3,141
161,3,139
164,6,142
164,6,144
162,6,144
162,5,145
162,5,146
162,3,149
161,4,149
161,3,151
159,2,152
158,3,154
156,3,154
157,4,155
158,5,156
159,6,157
158,8,156
159,9,157
160,9,159
159,10,160
160,10,163
159,11,165
157,11,165
155,13,166
153,13,168
155,15,170
153,14,171
152,15,173
152,16,176
148,16,176
147,18,177
148,19,178
147,18,179
147,21,181
145,21,181
144,22,184
142,23,182
143,24,186
142,26,187
140,25,188
139,27,189
138,27,189
135,29,190
134,29,192
134,30,191
134,31,193
133,33,193
129,33,194
130,35,200
129,34,202
125,35,202
126,36,203
123,36,204
120,38,205
118,38,205
117,39,207
116,39,207
113,41,208
112,41,211
111,42,211
112,43,212
111,44,213
110,45,214
108,46,214
108,47,215
109,48,216
105,49,216
104,50,217
103,51,218
100,52,218
99,53,219
96,54,219
95,55,220
94,57,221
91,57,221
92,58,222
91,60,223
89,60,223
87,62,226
86,62,228
85,63,229
86,64,230
84,64,230
83,66,231
83,67,232
81,67,232
80,69,233
76,69,233
76,71,234
75,72,235
73,72,235
74,73,236
73,75,237
70,75,237
67,77,238
64,78,238
63,79,239
62,81,240
59,81,240
58,83,241
57,84,242
54,85,242
53,86,243
49,87,243
48,88,244
48,89,245
44,90,245
43,91,246
43,93,247
41,93,247
41,96,247
42,97,248
42,98,247
41,99,248
41,101,249
40,102,250
38,103,248
34,104,248
35,106,250
33,106,250
32,108,250
30,109,250
29,108,251
29,109,250
26,111,250
24,112,250
22,113,251
20,114,251
19,115,252
18,117,253
18,119,252
17,120,253
15,120,253
14,122,253
15,123,254
13,126,253
12,127,254
11,128,255
11,129,254
10,131,254
12,134,254
11,135,253
12,137,252
10,137,252
11,139,252
7,139,252
6,140,251
7,141,252
5,142,252
4,144,251
3,146,251
3,148,250
4,149,251
7,151,253
7,151,252
8,152,253
8,154,253
8,155,251
9,157,251
9,158,249
7,159,248
8,160,249
9,161,250
7,161,250
7,160,251
9,163,252
7,163,252
8,165,252
6,165,252
7,166,253
8,167,254
7,168,252
8,170,252
9,172,251
7,172,251
8,174,251
6,174,251
7,175,252
8,177,252
9,179,251
7,179,251
8,181,251
9,184,251
8,185,252
6,186,251
7,188,250
5,189,249
7,192,250
7,192,248
6,194,248
7,195,249
7,196,247
8,197,248
8,199,249
6,200,248
10,202,249
10,203,247
12,205,248
13,206,249
14,206,249
14,207,247
15,208,248
20,210,251
21,212,251
24,213,252
27,213,253
27,214,252
28,215,253
27,215,250
30,216,250
32,219,250
34,220,251
36,220,250
39,221,251
40,222,251
43,224,250
44,223,250
46,223,250
47,225,250
50,226,249
52,226,249
53,227,249
56,228,250
56,227,251
56,230,253
56,229,255
57,231,254
60,231,255
60,230,254
64,232,255
66,232,255
69,233,255
72,233,255
75,234,254
78,236,254
79,235,254
82,236,255
82,237,253
85,237,254
88,239,254
93,241,255
97,241,253
101,241,254
104,242,254
107,243,255
111,243,253
115,243,254
118,242,252
121,242,252
124,243,252
127,242,252
130,244,251
133,245,251
136,246,250
138,246,250
144,250,251
146,249,251
150,251,249
155,252,250
158,252,248
165,252,249
168,254,248
173,253,248
179,254,246
185,253,246
188,253,244
194,253,245
196,254,243
201,254,244
204,254,242
208,254,242
215,255,243
216,250,239
228,255,243
229,251,239
237,255,241
241,254,240
246,254,237
